MsgID.LOCAL_POSITION,8.8900000,0.5014904,0.1189340,-3.9244919
MsgID.LOCAL_VELOCITY,8.8900000,2.5727067,0.0273160,1.1728264
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932947,3.8550000
MsgID.LOCAL_VELOCITY,0.0000000,4.6200000,-0.0300000,-0.4900000
MsgID.LOCAL_POSITION,9.1400000,1.4744240,0.1087826,-3.8563094
MsgID.LOCAL_VELOCITY,9.1400000,4.6330032,-0.0314918,-0.5037505
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7933054,4.0130000
MsgID.LOCAL_VELOCITY,0.0000000,5.5900000,-0.0600000,-0.4200000
MsgID.LOCAL_POSITION,9.3900000,2.6669815,-0.0892888,-4.0141063
MsgID.LOCAL_VELOCITY,9.3900000,5.6013036,-0.0634746,-0.4204920
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7933211,4.0320000
MsgID.LOCAL_VELOCITY,0.0000000,6.2200000,-0.0200000,0.2300000
MsgID.LOCAL_POSITION,9.6400000,4.3941822,0.0603125,-4.0320430
MsgID.LOCAL_VELOCITY,9.6400000,6.2294722,-0.0240227,0.2312822
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7933354,3.9730000
MsgID.LOCAL_VELOCITY,0.0000000,6.4300000,-0.0500000,0.1500000
MsgID.LOCAL_POSITION,9.8900000,5.9934616,0.1195756,-3.9733679
MsgID.LOCAL_VELOCITY,9.8900000,6.4396567,-0.0585708,0.1547482
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7933467,3.9750000
MsgID.LOCAL_VELOCITY,0.0000000,4.9500000,-0.1400000,-0.1200000
MsgID.LOCAL_POSITION,10.1400000,7.2467880,0.0646897,-3.9755437
MsgID.LOCAL_VELOCITY,10.1400000,4.9509897,-0.1406005,-0.1218223
MsgID.GLOBAL_POSITION,0.0000000,-122.3957522,37.7933553,3.9990000
MsgID.LOCAL_VELOCITY,0.0000000,3.1800000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,10.3900000,8.2047682,-0.0245413,-3.9990783
MsgID.LOCAL_VELOCITY,10.3900000,3.1885655,0.0013224,-0.0358129
MsgID.GLOBAL_POSITION,0.0000000,-122.3957490,37.7933631,3.9910000
MsgID.LOCAL_VELOCITY,0.0000000,2.5900000,1.0900000,0.0200000
MsgID.LOCAL_POSITION,10.6400000,9.0662279,0.2550829,-3.9910104
MsgID.LOCAL_VELOCITY,10.6400000,2.5989888,1.0953209,0.0295941
MsgID.GLOBAL_POSITION,0.0000000,-122.3957442,37.7933689,3.9790000
MsgID.LOCAL_VELOCITY,0.0000000,2.0100000,2.2500000,-0.0500000
MsgID.LOCAL_POSITION,10.8910000,9.7072172,0.6841117,-3.9790866
MsgID.LOCAL_VELOCITY,10.8910000,2.0158226,2.2519069,-0.0543609
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957377,37.7933733,3.9730000
MsgID.LOCAL_VELOCITY,0.0000000,1.2300000,3.2900000,-0.1300000
MsgID.LOCAL_POSITION,11.1410000,10.2032423,1.2647804,-3.9738281
MsgID.LOCAL_VELOCITY,11.1410000,1.2381324,3.2959983,-0.1311069
MsgID.GLOBAL_POSITION,0.0000000,-122.3957290,37.7933753,3.9740000
MsgID.LOCAL_VELOCITY,0.0000000,0.4500000,4.1700000,-0.1300000
MsgID.LOCAL_POSITION,11.3910000,10.4187012,2.0371358,-3.9744422
MsgID.LOCAL_VELOCITY,11.3910000,0.4531362,4.1797881,-0.1304707
MsgID.GLOBAL_POSITION,0.0000000,-122.3957146,37.7933734,3.9730000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3700000,4.9500000,-0.1500000
MsgID.LOCAL_POSITION,11.6410000,10.2128859,3.3143814,-3.9730828
MsgID.LOCAL_VELOCITY,11.6410000,-0.3703226,4.9546266,-0.1569385
MsgID.GLOBAL_POSITION,0.0000000,-122.3957025,37.7933714,3.9720000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,5.5300000,-0.1100000
MsgID.LOCAL_POSITION,11.8910000,9.9880037,4.3912892,-3.9720814
MsgID.LOCAL_VELOCITY,11.8910000,-1.1383404,5.5388412,-0.1196514
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956845,37.7933694,3.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2100000,5.7500000,-0.1500000
MsgID.LOCAL_POSITION,12.1410000,9.7609234,6.0049591,-3.9811375
MsgID.LOCAL_VELOCITY,12.1410000,-2.2192338,5.7512946,-0.1543261
MsgID.GLOBAL_POSITION,0.0000000,-122.3956684,37.7933623,3.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-2.7500000,4.7000000,-0.0800000
MsgID.LOCAL_POSITION,12.3910000,8.9769640,7.4250488,-3.9923837
MsgID.LOCAL_VELOCITY,12.3910000,-2.7566800,4.7013426,-0.0829232
MsgID.GLOBAL_POSITION,0.0000000,-122.3956572,37.7933555,3.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-2.2500000,3.1200000,0.0000000
MsgID.LOCAL_POSITION,12.6420000,8.2268295,8.4210253,-3.9926229
MsgID.LOCAL_VELOCITY,12.6420000,-2.2556407,3.1268067,-0.0062395
MsgID.GLOBAL_POSITION,0.0000000,-122.3956520,37.7933523,3.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8000000,2.1100000,0.0100000
MsgID.LOCAL_POSITION,12.8920000,7.8684773,8.8823395,-3.9872007
MsgID.LOCAL_VELOCITY,12.8920000,-1.8074255,2.1135809,0.0192080
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956476,37.7933468,3.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-2.9100000,1.5100000,-0.0200000
MsgID.LOCAL_POSITION,13.1420000,7.2510567,9.2706900,-3.9879224
MsgID.LOCAL_VELOCITY,13.1420000,-2.9164207,1.5131305,-0.0229178
MsgID.GLOBAL_POSITION,0.0000000,-122.3956439,37.7933395,3.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-4.0000000,0.8600000,-0.0100000
MsgID.LOCAL_POSITION,13.3920000,6.4365964,9.5976877,-3.9965405
MsgID.LOCAL_VELOCITY,13.3920000,-4.0089765,0.8647326,-0.0175406
MsgID.GLOBAL_POSITION,0.0000000,-122.3956399,37.7933303,3.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-4.8600000,0.1000000,0.0200000
MsgID.LOCAL_POSITION,13.6420000,5.4220700,9.9592056,-3.9982829
MsgID.LOCAL_VELOCITY,13.6420000,-4.8683500,0.1070581,0.0268509
MsgID.GLOBAL_POSITION,0.0000000,-122.3956408,37.7933186,3.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-5.5800000,-0.7200000,-0.0200000
MsgID.LOCAL_POSITION,13.8930000,4.1166286,9.8793707,-3.9904020
MsgID.LOCAL_VELOCITY,13.8930000,-5.5863624,-0.7253462,-0.0224266
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956457,37.7933058,3.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-6.0000000,-1.6100000,0.0100000
MsgID.LOCAL_POSITION,14.1430000,2.6941385,9.4431295,-3.9909840
MsgID.LOCAL_VELOCITY,14.1430000,-6.0027342,-1.6135881,0.0118571
MsgID.GLOBAL_POSITION,0.0000000,-122.3956520,37.7932920,3.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-5.4500000,-2.1200000,0.0000000
MsgID.LOCAL_POSITION,14.3930000,1.1680322,8.8775997,-3.9877245
MsgID.LOCAL_VELOCITY,14.3930000,-5.4596167,-2.1255977,0.0096715
MsgID.GLOBAL_POSITION,0.0000000,-122.3956561,37.7932793,3.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-3.6400000,-1.8600000,-0.0400000
MsgID.LOCAL_POSITION,14.6430000,-0.2447116,8.5192585,-3.9878659
MsgID.LOCAL_VELOCITY,14.6430000,-3.6470082,-1.8664414,-0.0457040
MsgID.GLOBAL_POSITION,0.0000000,-122.3956615,37.7932739,4.0030000
MsgID.LOCAL_VELOCITY,0.0000000,-2.3300000,-2.0000000,-0.0100000
MsgID.LOCAL_POSITION,14.8930000,-0.8476325,8.0399590,-4.0032101
MsgID.LOCAL_VELOCITY,14.8930000,-2.3327172,-2.0070157,-0.0134107
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956686,37.7932695,3.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8200000,-3.0200000,0.0100000
MsgID.LOCAL_POSITION,15.1430000,-1.3342868,7.4075918,-3.9963484
MsgID.LOCAL_VELOCITY,15.1430000,-1.8211920,-3.0227542,0.0101598
MsgID.GLOBAL_POSITION,0.0000000,-122.3956779,37.7932658,3.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1900000,-3.9500000,0.0000000
MsgID.LOCAL_POSITION,15.3930000,-1.7437644,6.5785913,-3.9898334
MsgID.LOCAL_VELOCITY,15.3930000,-1.1976781,-3.9586987,0.0039178
MsgID.GLOBAL_POSITION,0.0000000,-122.3956894,37.7932641,3.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4100000,-4.8400000,0.0100000
MsgID.LOCAL_POSITION,15.6430000,-1.9317750,5.5519333,-3.9983349
MsgID.LOCAL_VELOCITY,15.6430000,-0.4117084,-4.8469419,0.0110638
MsgID.GLOBAL_POSITION,0.0000000,-122.3957052,37.7932649,3.9970000
MsgID.LOCAL_VELOCITY,0.0000000,0.3400000,-5.5200000,0.0800000
MsgID.LOCAL_POSITION,15.8940000,-1.8439655,4.1441474,-3.9978626
MsgID.LOCAL_VELOCITY,15.8940000,0.3487206,-5.5284986,0.0883443
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957233,37.7932674,4.0020000
MsgID.LOCAL_VELOCITY,0.0000000,1.3300000,-5.9600000,0.0400000
MsgID.LOCAL_POSITION,16.1440000,-1.5665028,2.5439093,-4.0023141
MsgID.LOCAL_VELOCITY,16.1440000,1.3306140,-5.9651265,0.0480922
MsgID.GLOBAL_POSITION,0.0000000,-122.3957379,37.7932701,4.0090000
MsgID.LOCAL_VELOCITY,0.0000000,2.1700000,-5.2300000,0.1100000
MsgID.LOCAL_POSITION,16.3940000,-1.2611651,1.2334777,-4.0097904
MsgID.LOCAL_VELOCITY,16.3940000,2.1768289,-5.2265620,0.1179981
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932762,4.0060000
MsgID.LOCAL_VELOCITY,0.0000000,2.1900000,-3.7300000,0.1600000
MsgID.LOCAL_POSITION,16.6440000,-0.5854977,0.1202793,-4.0070000
MsgID.LOCAL_VELOCITY,16.6440000,2.1971061,-3.7389500,0.1621893
MsgID.GLOBAL_POSITION,0.0000000,-122.3957587,37.7932798,4.0010000
MsgID.LOCAL_VELOCITY,0.0000000,1.6200000,-2.3100000,0.0800000
MsgID.LOCAL_POSITION,16.8940000,-0.1932626,-0.6086041,-4.0017571
MsgID.LOCAL_VELOCITY,16.8940000,1.6258521,-2.3144746,0.0858009
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957640,37.7932814,4.0100000
MsgID.LOCAL_VELOCITY,0.0000000,1.0000000,-0.9100000,0.1200000
MsgID.LOCAL_POSITION,17.1440000,-0.0133429,-1.0736958,-4.0100660
MsgID.LOCAL_VELOCITY,17.1440000,1.0009933,-0.9138874,0.1244512
MsgID.GLOBAL_POSITION,0.0000000,-122.3957647,37.7932842,3.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.5900000,0.3400000,0.1200000
MsgID.LOCAL_POSITION,17.3940000,0.2995682,-1.1416305,-3.9994619
MsgID.LOCAL_VELOCITY,17.3940000,0.5950446,0.3419684,0.1239844
MsgID.GLOBAL_POSITION,0.0000000,-122.3957620,37.7932850,4.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,1.2800000,0.0200000
MsgID.LOCAL_POSITION,17.6440000,0.3913681,-0.8952028,-4.0016160
MsgID.LOCAL_VELOCITY,17.6440000,0.0205562,1.2833587,0.0225320
MsgID.GLOBAL_POSITION,0.0000000,-122.3957577,37.7932845,4.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4100000,1.4700000,0.0300000
MsgID.LOCAL_POSITION,17.8940000,0.3289502,-0.5181728,-4.0003214
MsgID.LOCAL_VELOCITY,17.8940000,-0.4171258,1.4710078,0.0319426
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957542,37.7932830,3.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4800000,1.1700000,0.0200000
MsgID.LOCAL_POSITION,18.1450000,0.1639898,-0.2083117,-3.9900994
MsgID.LOCAL_VELOCITY,18.1450000,-0.4899578,1.1777489,0.0292853
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932820,3.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2200000,0.5500000,-0.0300000
MsgID.LOCAL_POSITION,18.3950000,0.0538481,0.0182064,-3.9986992
MsgID.LOCAL_VELOCITY,18.3950000,-0.2255174,0.5557233,-0.0342967
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932822,3.8950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1300000,0.3700000,1.1900000
MsgID.LOCAL_POSITION,18.6450000,0.0797957,0.1244392,-3.8955586
MsgID.LOCAL_VELOCITY,18.6450000,-0.1351157,0.3744265,1.1938879
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932820,3.5030000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,0.2200000,1.7800000
MsgID.LOCAL_POSITION,18.8950000,0.0560212,0.1977859,-3.5003638
MsgID.LOCAL_VELOCITY,18.8950000,-0.0942423,0.2205037,1.7928849
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932818,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,0.0900000,1.9500000
MsgID.LOCAL_POSITION,19.1450000,0.0375306,0.1902733,-3.0125706
MsgID.LOCAL_VELOCITY,19.1450000,-0.0511882,0.0968058,1.9595289
MsgID.GLOBAL_POSITION,0.0000000,-122.3957491,37.7932818,2.5360000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0300000,1.9600000
MsgID.LOCAL_POSITION,19.3950000,0.0288253,0.2471046,-2.5361068
MsgID.LOCAL_VELOCITY,19.3950000,-0.0227022,0.0354605,1.9690104
MsgID.GLOBAL_POSITION,0.0000000,-122.3957484,37.7932816,2.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,2.0200000
MsgID.LOCAL_POSITION,19.6450000,0.0096556,0.3076922,-2.0043454
MsgID.LOCAL_VELOCITY,19.6450000,-0.0062426,-0.0012126,2.0284333
MsgID.GLOBAL_POSITION,0.0000000,-122.3957490,37.7932805,1.5060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,2.0000000
MsgID.LOCAL_POSITION,19.8950000,-0.1069860,0.2595222,-1.5064940
MsgID.LOCAL_VELOCITY,19.8950000,0.0017567,-0.0225979,2.0099649
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957488,37.7932802,0.9640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0300000,2.0000000
MsgID.LOCAL_POSITION,20.1460000,-0.1469229,0.2724365,-0.9641592
MsgID.LOCAL_VELOCITY,20.1460000,0.0170103,-0.0306648,2.0034680
MsgID.GLOBAL_POSITION,0.0000000,-122.3957477,37.7932814,0.4140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0300000,1.9600000
MsgID.LOCAL_POSITION,20.3960000,-0.0100768,0.3709807,-0.4142462
MsgID.LOCAL_VELOCITY,20.3960000,0.0266677,-0.0362352,1.9652520
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932821,0.0850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.6460000,0.0672294,0.1602847,-0.0858673
MsgID.LOCAL_VELOCITY,20.6460000,-0.0000056,-0.0000024,-0.0000039
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932826,0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.8960000,0.1217570,0.1850061,-0.0389183
MsgID.LOCAL_VELOCITY,20.8960000,0.0000132,-0.0000013,0.0000261
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957473,37.7932810,-0.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.1460000,-0.0506992,0.4089372,0.0025718
MsgID.LOCAL_VELOCITY,21.1460000,-0.0000115,0.0000104,-0.0000132
MsgID.GLOBAL_POSITION,0.0000000,-122.3957481,37.7932807,-0.0330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.3960000,-0.0898729,0.3340072,0.0331405
MsgID.LOCAL_VELOCITY,21.3960000,0.0000176,0.0000038,0.0000559
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932818,-0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.6460000,0.0318779,0.1610711,0.0530083
MsgID.LOCAL_VELOCITY,21.6460000,-0.0000018,-0.0000029,-0.0000195
MsgID.GLOBAL_POSITION,0.0000000,-122.3957489,37.7932819,-0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.8970000,0.0393156,0.2643961,0.0656963
MsgID.LOCAL_VELOCITY,21.8970000,0.0000000,0.0000000,-0.0000000
